id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
463234,Nasi Minyak (&quot;oil Rice&quot;) Using Basmathi Rice,"Nasi Minyak literally means 'Oil Rice', widely served on special occassion i.e. wedding celebration, with (usually) curry/spicy chicken or meat dishes.

tips : soak the rice for 30 minutes prior cooking. rice to water ratio is 1 :1.5 (if cooked in rice cooker)","basmati rice, cinnamon stick, cloves, evaporated milk, garlic cloves, ghee, ginger, salt, shallots, star anise","[""3   cups    basmati rice"",""2   tablespoons    ghee"",""3       shallots"",""2       garlic cloves"",""1/2  inch    ginger"",""1/2  inch    cinnamon stick"",""1   piece    star anise"",""3   pieces    cloves"",""1/4  cup    evaporated milk"",""  salt""]",1 (118 g),4,"['wash and rinse the pre-soak rice.', 'heat ghee and fry pounded ingredient.', 'add in cinnamon stick, star anise, and cloves.', 'fry until frangrant.', 'add water (for 3 cups of rice, use 4.5 cups of water), evaporated milk and salt.', 'bring to boil.', 'pour the mixture into the rice and cook with rice cooker as you would a normal rice.', 'do not stir until the rice is well cooked or else you will break the rice.']","['60-minutes-or-less', 'time-to-make', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'rice', 'asian', 'dinner-party', 'pasta-rice-and-grains', 'long-grain-rice']","{'rice', 'dinner', 'malaysian'}"
322494,Bird Flu Curry Powder,"This is an adaption of a Malay Chinese spice recipe which is ""guaranteed"" to keep the Bird Flu away from those who use it. I doubt it works but it is sure mighty tasty. Good for poultry and fish dishes.","cinnamon stick, cloves, coriander seed, dried red chilies, fennel seed, ground turmeric, nutmeg, star anise, szechuan peppercorns","[""2       dried red chilies"",""6       cloves"",""1       cinnamon stick"",""1   teaspoon    coriander seed"",""1   teaspoon    fennel seed"",""2   teaspoons    szechuan peppercorns"",""1/2  teaspoon   grated nutmeg"",""1/2  teaspoon   grated star anise"",""1   teaspoon    ground turmeric""]",1 (99 g),1,"['Deseed and remove stems from the chilies.', 'In a heavy frying pan or wok, dry-fry the first six ingredients until they give off a rich aroma. Remember to stir and shake the pan frequently until the spices are done.', 'Allow to cool and then grind in a grinder. Stir in the nutmeg, star anise and turmeric.', 'Use immediately or store in an airtight jar away from light for no more than one month.']","['30-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'cantonese', 'malaysian', 'condiments-etc', 'asian', 'chinese', 'easy', 'beginner-cook', 'diabetic', 'vegan', 'vegetarian', 'herb-and-spice-mixes', 'stove-top', 'dietary', 'gifts', 'spicy', 'cooking-mixes', 'free-of-something', 'taste-mood', 'equipment']","{'diabetic', 'vegetarian', 'malaysian', 'chinese', 'vegan'}"
362909,Nasi Lemak With Sambal Chicken Modified,My recipe :D ( Healthier ),"chicken, coconut milk, dried red chilies, garlic, gingerroot, oil, onions, pandan leaves, salt, uncooked rice, water","["""",""3/4  cup    coconut milk"",""2   cups    water"",""2       pandan leaves (knotted )"",""1/4     of a gingerroot (Sliced )"",""1/2  teaspoon    salt"",""3   cups    uncooked rice"","""",""1/2     a chicken (skinned )"",""6       dried red chilies"",""3   cups    water"",""1 1/2     cloves onions"",""1 1/2      garlic"",""1/4     of a gingerroot"",""1/4  cup    oil"",""1   pinch    salt""]",1 (687 g),2,"['For Rice :', 'Mix all the ingredients , and leave to cook for 10 minutes .', 'For Chicken :', 'Cut and remove the seeds from the dried red chilli , soak in boiling water for 5 minutes .', 'Drain the water , and blend it with 1 cup of water ; get chilli paste .', 'Chop the chicken into smaller pieces .', 'Dice the onion , ginger and garlic .', 'Saute the garlic and ginger in a pan , under low heat for 2 minutes .', 'Add the chilli paste into the pan , and mix until fragrant ; around 3 minutes .', 'Add the water in the pan and cook for 5 minutes , until it thickens .', 'Add the chicken , and the salt , and cook for another 2 minutes .', 'Lastly , serve .']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'for-1-or-2', 'malaysian', 'main-dish', 'poultry', 'asian', 'chili', 'chicken', 'meat', 'whole-chicken', 'pasta-rice-and-grains', 'number-of-servings']","{'chicken', 'dinner', 'malaysian'}"
109131,Onde-Onde Ball,"Wondering what is this? It's a very popular dessert in my country. I used to buy it but then I found this recipe on local newspaper. The ingredients are so simple and inexpensive. Really easy to do. You just need 1 or 2 bucks to do this. The filling will simply melt in your mouth. Trust me, children and adult will love it!!","coconut, glutinousrice flour, hot water, palm sugar, pandan leaves, salt, soft brown sugar","[""8 -10       pandan leaves (screwpine, cut into 2cm lengths or substitute with a few drops of green coulouring)"",""200   g    glutinous-rice flour (sifted)"",""1   pinch    salt"",""1/2  cup    hot water"",""1/4     grated coconut, mixed with "",""1   pinch    salt (place in a bowl)"","""",""60   g    palm sugar (cut into small cube, 3mm)"",""1   tablespoon    soft brown sugar""]",1 (16 g),20,"['Pound pandan leaves, add a little water and pound.', 'Strain using a sieve to obtain thick green colour juice and put aside.', 'Put sifted glutinous rice flour and pinch of salt in a mixing bowl.', 'Pour in hot water and pandan juice, stir well to form a smooth dough.', 'If dough is too stiff, add a little water; if it is too wet, add a little glutinous flour.', 'Divide dough into 20 small pieces and form lime-size balls.', 'Flatten each piece on your palm.', 'Put a cube of palm sugar and brown sugar in the centre, wrap it up (more brown sugar is nicer).', ""You have to wrap up carefully so the filling won't leak when bring to boil."", 'Drop the onde-onde into boiling water.', 'When the balls are cooked they will float.', 'Scoop up the onde-onde with a perforated ladle and put into the bowl with grated coconut.', 'Pick it up, put on plate and serve.']","['30-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'for-large-groups', 'malaysian', 'desserts', 'asian', 'dinner-party', 'inexpensive', 'number-of-servings']","{'dessert', 'dinner', 'malaysian'}"
363271,Hokkien Mee,Hokkien mee :D,"cai xin, cornstarch, dark soy sauce, fish cakes, garlic, noodles, oyster sauce, prawns, squid, stock","[""200   g   yellow flat noodles"",""4       prawns, shells removed and deveined "",""2       squid, sliced "",""1      chopped garlic"",""1/2      cai xin, cut into section "",""2       fish cakes, sliced "",""1   cup    stock"",""1   cup    cornstarch, mixture "","""",""1   tablespoon    dark soy sauce"",""1   tablespoon    oyster sauce""]",1 (112 g),2,"['•\tStir-fried the prawns, squids, fish cakes and cai xin with garlic.', '•\tSet aside.', '•\tIn a pot, cook the noodle with enough stock to cover it.', '•\tWhen the noodle is cooked, add in the seasonings, prawns, squids, fish cakes and cai xin.', '•\tLet it cook for ½ minute then slowly stir-in the corn-starch mixture to thicken the sauce.', '•\tServe.']","['60-minutes-or-less', 'time-to-make', 'cuisine', 'preparation', 'for-1-or-2', 'malaysian', 'asian', 'number-of-servings']",{'malaysian'}
363275,Hokkien Mee Healthier,My recipe ( Healthier ),"button mushrooms, cai xin, cornstarch, garlic, light soy sauce, noodles, oyster sauce, prawns, squid, stock","[""200   g   yellow flat noodles"",""4       prawns, shells removed and deveined "",""2       squid, sliced "",""1      chopped garlic"",""1       cai xin, cut into section "",""2      chopped button mushrooms"",""1   cup    stock"",""1   cup    cornstarch, mixture "","""",""1/2  tablespoon    light soy sauce"",""1/2  tablespoon    oyster sauce""]",1 (112 g),2,"['•\tStir-fried the prawns, squids , chopped button mushrooms and cai xin with garlic.', '•\tSet aside.', '•\tIn a pot, cook the noodle with enough stock to cover it.', '•\tWhen the noodle is cooked, add in the seasonings, prawns, squids, fish cakes and cai xin.', '•\tLet it cook for ½ minute then slowly stir-in the corn-starch mixture to thicken the sauce.', '•\tServe.']","['60-minutes-or-less', 'time-to-make', 'cuisine', 'preparation', 'for-1-or-2', 'malaysian', 'asian', 'number-of-servings']",{'malaysian'}
471797,Burmese Chicken Curry,"This authentic Burmese curry actually do not use curry powder but do use good tumeric powder which can be substituted with curry powder if not available.

Onion, garlic and ginger are the trinity of Burmese cooking.

Simple and delish.","chicken, fish sauce, garlic cloves, gingerroot, hot chili powder, onion, paprika, salt, turmeric powder, vegetable oil","[""1   medium    chicken"",""1   teaspoon    fish sauce"",""1   large    onion"",""3       garlic cloves"",""1   inch    gingerroot"",""1/3  cup    vegetable oil"",""1   teaspoon    turmeric powder or 1   teaspoon    curry powder"",""2   teaspoons    paprika"",""2   teaspoons    hot chili powder"",""1   teaspoon    salt""]",1 (147 g),6,"['Clean and cut chicken into pieces and marinade in fish sauce and tumeric powder.', 'Process onion, garlic and ginger in food processor.', 'Fry the onion-garlic-ginger mixture in oil until fragrant in skillet or wok.', 'Add the chicken pieces stir to coat.', 'Make a paste of parika, chili powder and salt with a little water and add to the chicken.', 'Cover and cook over medium-high heat for 15 minute.', 'Turn chicken pieces and cook for another 15 min or most of the liquid is gone.', 'Cover and rest for 15 min before serving over freshly cooked jasmine rice.']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'main-dish', 'poultry', 'asian', 'indian', 'thai', 'easy', 'beginner-cook', 'potluck', 'diabetic', 'holiday-event', 'winter', 'chicken', 'dietary', 'spicy', 'gluten-free', 'seasonal', 'ramadan', 'inexpensive', 'free-of-something', 'meat', 'whole-chicken', 'taste-mood', 'to-go', 'number-of-servings', 'technique', 'nut-free', 'from-scratch']","{'diabetic', 'malaysian', 'thai', 'indian', 'gluten-free', 'dinner', 'chicken'}"
398037,Straits Chinese (Nyonya) Chicken,"'Inche Kabin' is the inspiration for this oven roasted chicken. Inche Kabin, a favourite pre-marinated chicken dish among the Babas and Nonyas of Straits Settlements in old Malaya (now Malaysia), is traditionally double fried. This version would suit those who prefer not to deep-fry in their kitchens. (You may use pieces of a whole chicken if you wish.)","chicken legs, chili powder, coconut milk powder, coriander powder, cumin powder, fennel powder, garlic powder, ginger powder, sea salt, sugar, turmeric powder, white pepper","[""6       chicken legs (or thighs)"",""1   teaspoon    sea salt"",""1   teaspoon    coriander powder"",""1/2  teaspoon    fennel powder"",""1/2  teaspoon    turmeric powder"",""1/2  teaspoon    cumin powder"",""1/2  teaspoon    white pepper (sub ( ground black pepper)"",""1/2  teaspoon    chili powder (sub ( 1/4 tsp cayenne pepper)"",""1/2  teaspoon    ginger powder"",""1/2  teaspoon    garlic powder"",""5   tablespoons    coconut milk powder (sub ( 1/4 cup coconut milk)"",""1   teaspoon    sugar""]",1 (340 g),2,"['Preheat oven to 190 degrees Celsius.', 'Rub the chicken pieces with salt.', 'Mix all the spices, sugar and dried coconut milk together.', 'Rub the chicken pieces with the spice mix.', 'Set aside for an hour.', 'Space out chicken pieces in a pan lined with foil or baking paper.', 'Bake for 40-50 minutes, until chicken is golden brown.', 'Serve while still warm -- with rice and a side dish of stir-fried vegetables or salad.']","['lactose', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'for-1-or-2', 'malaysian', 'main-dish', 'poultry', 'asian', 'chicken', 'dietary', 'spicy', 'gluten-free', 'egg-free', 'free-of-something', 'meat', 'chicken-thighs-legs', 'taste-mood', 'savory', 'number-of-servings', 'presentation', 'served-hot', '4-hours-or-less']","{'malaysian', 'gluten-free', 'dinner', 'chinese', 'lactose-free', 'chicken'}"
337749,Clay Pot Rice With Chicken,"The name says it all ... rice cooked in a claypot, with chicken and/or other meats. The claypot gives the rice a slightly burnt flavour which makes it oh so yummy! This is a popular dish at the hawker stands in Singapore and Malaysia, although it is more commonly made at home.","chicken broth, chicken thighs, chinese sausage, dark soya sauce, garlic, oyster sauce, rice, sesame oil, shallot, white pepper","[""250   g    chicken thighs, chopped and marinated with light soya sauce "",""1 1/2  cups    rice"",""1   piece    Chinese sausage, sliced "",""1   tablespoon    garlic, minced "",""1   tablespoon    shallot, minced "",""2   cups    chicken broth"",""1   tablespoon    dark soya sauce"",""1   tablespoon    oyster sauce"",""1   teaspoon    white pepper"",""1   teaspoon    sesame oil""]",1 (544 g),2,"['Place rice, chicken broth, garlic and shallots into claypot.', 'Mix in dark soya sauce, oyster sauce, pepper and sesami oil.', 'Cook rice in chicken broth with a claypot over a medium flame.', 'Leave the lid of the claypot closed during cooking until the broth is nearly evaporated.', 'Open lid and pour in chicken thigh and chinese sausage.', 'Replace the lid and continue cooking for about 10-15 minutes.', 'Open the lid and stir the rice mixture to prevent the rice from sticking too much to the pot.', 'Cook until the rice is cooked (should be soft and fluffy).', 'Remove rice and serve.', 'Add additional dark soya sauce and pepper to taste.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'for-1-or-2', 'healthy', 'malaysian', 'main-dish', 'rice', 'asian', 'easy', 'dietary', 'one-dish-meal', 'low-cholesterol', 'inexpensive', 'healthy-2', 'low-in-something', 'pasta-rice-and-grains', 'short-grain-rice', 'number-of-servings']","{'chicken', 'rice', 'dinner', 'malaysian'}"
470178,Malaysian Lime-Coconut Swordfish,Recipe from Cooking Light.,"brown sugar, cooking spray, fish sauce, fresh cilantro, fresh cilantro stem, fresh lemongrass, garlic clove, lemon wedge, light coconut milk, lime juice, shallots, swordfish steak, thai chili paste","[""1/3  cup    light coconut milk"",""1/4  cup    fresh cilantro, chopped "",""2   tablespoons    fresh lemongrass, peeled and thinly sliced  (or substitute 1 tbsp. fresh lemon peel)"",""2   tablespoons    fish sauce"",""1   tablespoon    brown sugar"",""1   teaspoon    lime juice"",""1/2  teaspoon    thai chili paste (such as Dynasty)"",""2       shallots, peeled "",""1       garlic clove, peeled "",""1       swordfish steak (1 1/2 pounds, about 1 inch thick)"",""  cooking spray"",""  fresh cilantro stem"",""  lemon wedge""]",1 (62 g),4,"['Preheat broiler.  Combine first 9 ingredients in a food processor; pulse 3 times or until coarsely chopped.  Place fish on a broiler pan with cooking spray; spread 1/2 cup shallot mixture evenly over fish.  Broil 15 minutes or until fish flakes easily when tested with a fork.  Serve the fish with the remaining shallot mixture, and garnish with cilantro sprigs and lemon wedges, if desired.']","['weeknight', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'main-dish', 'seafood', 'asian', 'easy', 'dinner-party', 'fish', 'saltwater-fish', '3-steps-or-less']","{'fish', 'dinner', 'malaysian'}"
351406,Panang Curry Paste,A lot of people find comfort and time savings using a prepared curry paste while this recipe is easy and keeps awhile in the refrigerator. Add to prepared noodles or stir into a coconut milk mixture. Use as you would prepared curry paste even though this one will be fresher.,"fresh cilantro, garlic, ground caraway, lemongrass, lime juice, salt and pepper, sambal oelek, tomato paste, vegetable oil","[""1   teaspoon    sambal oelek"",""2   teaspoons    lemongrass"",""1   teaspoon    ground caraway"",""1 1/2  teaspoons    garlic, chopped "",""3   stalks    fresh cilantro, with stem "",""1/4  cup    lime juice"",""1   cup    tomato paste"",""1/2  tablespoon    salt and pepper"",""1/3  cup    vegetable oil""]",1 (411 g),1,"['Put everything into a food processor and blend until smooth. There will be green flecks from the cilantro. Taste, it should be tomato with a sharp after-bite of “heat”. If it is too acid from the tomato paste, add more salt and pepper. Maybe it’s not hot enough, add more sambal. If it’s not herby enough, then add more cilantro and blend again. The ground caraway gives that low, back of the tongue smoothness to the curry. If you don’t taste that, then add more caraway.', 'So, you really should be able to taste all the ingredients both separately and as a whole, that is, you will be able to identify the flavors as being what they are within the context of the whole of the panang paste. Remember, this is the base for the dish, so it is going to be intense.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'condiments-etc', 'vegetables', 'asian', 'easy', 'beginner-cook', 'diabetic', 'vegan', 'vegetarian', 'herb-and-spice-mixes', 'food-processor-blender', 'dietary', 'spicy', 'inexpensive', 'cooking-mixes', 'taste-mood', 'equipment', 'small-appliance', '3-steps-or-less']","{'diabetic', 'vegetarian', 'vegan', 'malaysian'}"
173967,Malaysian Gado Gado (Vegetable Salad With Peanut Sauce),A great salad from Africa with Malaysian influence! You may add or change vegetables. You may also use the peanut sauce provided or use your own!,"bean sprouts, chili powder, coconut milk, cucumber, green beans, green cabbage, hardboiled eggs, lemon juice, oil, onion, potatoes, roasted peanuts, salt, sugar, tofu","[""1/2      green cabbage"",""1       cucumber"",""3       potatoes (boiled in jackets)"",""3       hard-boiled eggs"",""1/2  cup    bean sprouts (your choice-lentil sprouts are good, or mung)"",""1/2  cup    green beans"",""1   cup    tofu, cut in 1-inch cubes "","""",""1   medium    onion"",""2   tablespoons    oil"",""2   teaspoons   ground chili powder"",""1   cup    coconut milk (or cow milk if you can\u0027t find coconut-but coconut milk really makes this sauce!)"",""4   tablespoons   ground roasted peanuts"",""1   teaspoon    lemon juice"",""  salt"",""  sugar""]",1 (580 g),4,"['Skin the potatoes and dice. Parboil green beans and cut in 1"" lengths. Slice cabbage in small squares. Bring to boil(don’t overcook),you just want this crisp tender. Fry tofu cubes in hot oil to crisp. Julienne cucumber. Slice eggs into quarters. Place the vegetables decoratively on a large platter. Serve individually with peanut sauce.', 'To make Peanut Sauce:', 'Saute chopped onion in oil. Add  chile powder, reduce heat; add peanuts and cook for a few minutes, stirring constantly. Bring to boil and add coconut milk and allow to simmer for 5 minutes. Season to taste with salt, sugar and lemon juice. This sauce is preferably served hot during winter and at room temperature during summer.']","['60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'south-african', 'salads', 'african', 'easy', 'dinner-party', 'vegetarian', 'dietary', 'low-sodium', 'low-calorie', 'low-carb', 'low-in-something', '3-steps-or-less']","{'low-calorie', 'low-sodium', 'vegetarian', 'malaysian', 'salad', 'low-carb', 'dinner'}"
228033,Fresh Rice Noodles in Malaysian Black Pepper Sauce,I'm not even going to try and fit the turnip and tofu in that title.  By Didi Emmons  Use waterpacked not silken.,"bell peppers, butter, curry leaves, fresh ground black pepper, garlic cloves, ground szechuan peppercorns, kosher salt, miso, rice noodles, scallions, shallots, tofu, turnips, vegetarian oyster sauce, water","[""16   ounces    tofu"",""1   large    turnips or 1   small    rutabaga"",""2       shallots or 1   small    onion, thin slice "",""2 -3   small   chilie bell peppers, minced "",""8       curry leaves"",""2   tablespoons    vegetarian oyster sauce"",""2   teaspoons    miso"",""1   teaspoon   fresh ground szechuan peppercorns"",""1   teaspoon    fresh ground black pepper"",""1   teaspoon    kosher salt"",""3   tablespoons    butter"",""4       garlic cloves, minced "",""1 1/4  cups    water"",""3       scallions"",""16   ounces   fresh rice noodles, pan fried ""]",1 (423 g),4,"['Press the tofu then cube into 1/2 inch cubes.  Cube the Rutabaga or turnip into 1/2 inch cubes.  Use the small skinny Chilie pepper.', 'Combine the first 10 ingredients and mix well.', 'Melt the butter over med heat in skillet.  Add garlic and saute for 2 minutes.  Do not let it brown.', 'Stir in the tofu mix and water.  Simmer until turnip is tender.  If it dries out add more water.  There should be enough sauce to generously coat the mix.', 'Stir in scallions.  Serve immed over the pan fried rice noodles.  Remove the curry leaves before eating.', 'Note there are Vegetarian versions of the Oyster Sauce on Zaar.  Check the database of recipes by doing a search for it.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'beans', 'asian', 'easy', 'vegetarian', 'dietary', 'soy-tofu']","{'rice', 'vegetarian', 'malaysian', 'noodles', 'dinner'}"
154546,Coconut Curried Tilapia,I made this one day by accident for lack of a curry paste.  I was forced to create my own and it has become a favorite in my household.,"black pepper, chili powder, coconut milk, curry powder, garlic cloves, oil, onion, red pepper flakes, salt, tilapia fillets, water","[""4       tilapia fillets"",""1   tablespoon    oil (olive oil is fine)"",""1 -2   tablespoon    curry powder"",""1   cup    water"",""1/4  teaspoon    salt"",""1/2  tablespoon    black pepper"",""1/4  teaspoon    chili powder"",""3       garlic cloves, crushed "",""1   small    onion, sliced "",""10   ounces    coconut milk (use only 1/2)"",""  red pepper flakes""]",1 (285 g),4,"['Season tilapia fillets with salt, chile powder, and black pepper.  Set aside.', 'In iron pot, heat olive oil; add curry powder stirring often.  Allow curry powder to practically burn.  Add a little water whenever paste becomes too sticky.', 'Add most garlic and onions until well coated.', 'Add coconut milk.  Stir.  After 1 minute, add fish and remaining garlic and onions.', 'Lower heat and cover for about 15 - 20 minutes.', 'Serve over jasmine or coconut rice.']","['curries', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'fruit', 'seafood', 'asian', 'nuts', 'fish', 'dietary', 'low-sodium', 'inexpensive', 'low-in-something', 'coconut', 'saltwater-fish', 'tilapia']","{'fish', 'dinner', 'low-sodium', 'malaysian'}"
225062,Quick and Easy Laksa,This laksa is great for those hurried winter weeknights. Simple to put together and tastes terrific. Easy to improvise with the garnish. Sometimes I'll fry up some tofu cubes in lieu of the tofu puffs.,"coconut milk, coriander leaves, fried tofu, laksa paste, lime juice, mint, peanut oil, rice vermicelli, snow peas, spring onions, vegetable stock","[""200   g   dried rice vermicelli"",""2   tablespoons    peanut oil"",""2 -3   tablespoons    laksa paste"",""1   liter    vegetable stock"",""750   ml    coconut milk"",""250   g    snow peas, halved diagonally  (mangetout)"",""5       spring onions, cut into 3 cm  (scallions)"",""2   tablespoons    lime juice"",""125   g    fried tofu, puffs halved "",""3   tablespoons   roughly chopped vietnamese mint"",""20   g    coriander leaves (cilantro)""]",1 (376 g),4,"['Place the vermicelli in a large bowl, cover with boiling water and soak for 5 minutes.', 'Heat the oil in a saucepan, add the laksa paste and cook, stirring, over medium heat for 1 minute, or until fragrant.', 'Add the stock, coconut milk, snowpeas and spring onion and simmer for 5 minutes.', 'Pour in the lime juice and season to taste with salt and freshly ground black pepper.', 'Drain the vermicelli and divide among four bowls.', 'Top with the bean sprouts and fried tofu puffs. Ladle the hot soup into bowls and sprinkle with the fresh mint and coriander.', 'Serve Immediately.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'soups-stews', 'beans', 'asian', 'easy', 'beginner-cook', 'vegetarian', 'dietary', 'one-dish-meal', 'soy-tofu']","{'dinner', 'vegetarian', 'malaysian'}"
318016,Asam Pedas With Ikan Kurau Fish,This is awesome! My mother-in-law's hand-me-down recipe. Delicious!,"candlenuts, chili paste, fish, galangal, gingerroot, ladyfingers, lemongrass, shallots, shrimp paste, tamarind paste, tomatoes, vegetables","[""6 -7   slices    galangal"",""4   stalks    lemongrass"",""1/2  inch   turmeric gingerroot (about thumb size)"",""5 -6       candlenuts"",""2   slices    shrimp paste, thin pieces  (belachan)"",""30       shallots"",""125   g    chili paste (or make your own from dried chillis)"",""1   cup    tamarind paste"","" salted vegetables (soak for a day)"",""12       ladyfingers"",""1       tomatoes (quartered)"",""6   pieces   threadfin fish (AKA ikan kuau \u0026 based on 2 per person)""]",1 (162 g),4,"['Grind galangal, lemongrass, turmeric, candlenuts, belachan, shallots and dried chili paste together till quite fine.', 'Fry the ground paste for about 30 minutes or till golden red. Use about 4 tbsp of oil.', 'Using the large pot, fill with 3 litres of water &amp; dissolve tamarind paste to make that much assam water. After straining, put pot to boil. When assam water starts to boil, add the ground ingredients and boil for 30 minutes to 1 hour on slow fire.', ""At this point, add lady's fingers, salted vegetables and 1 tomato."", 'Add a little sugar to taste if it feels like it needs it to balance out the tartness of the tamarind.', 'Add fish about 15 minutes before serving.']","['time-to-make', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'seafood', 'asian', 'fish', '4-hours-or-less']","{'fish', 'malaysian'}"
281265,Malaysian Noodles With Seafood &amp; Sausage,Amazing flavour - tastes 10 times better than it looks and its really really easy - a 30 minute one pot meal.,"bean sprouts, chicken broth, chinese sausage, chives, cooked noodles, eggs, fish balls, garlic cloves, pepper, shallots, shrimp, soy sauce","[""2       Chinese sausage"",""5       fish balls"",""2 -3   cups    cooked noodles"",""2       garlic cloves"",""2       shallots"",""1/4  cup    soy sauce"",""1/4  cup    chicken broth"",""2   cups    bean sprouts"",""3       eggs"",""12       shrimp (shelled tail removed)"",""  pepper"",""  chives""]",1 (233 g),2,"['Cook your noodles according to the package- rince with cold water and set aside.', 'slice your chinese sausage in thin oblong pieces, slice fish balls into discs, dice shallots and garlic.', 'Heat a small amount of oil in your wok or pan over medium high heat (not TOO hot)', 'saute shallots and chinese sausage until shallots are softening.', ""Add garlic and continue to saute for about 3 - 4 minutes.  Watch that you dn't burn the garlic."", 'Add your shrimp - saute until they just START to turn pink - then.', 'add noodles and mix together well.', 'Add your liquids (soy sauce, chicken broth)mix some more.', ""In a separate bowl wisk your eggs.  Push all the ingredients to the side of the pan and on the empty side - pour your eggs in an dscramble- but don't mix them together yet."", 'Once the eggs are firm - mix together with the rest of the ingredients in the pan.', 'Microwave your bean sprouts for approximately one minute to warm them a bit then combine with the ingredients in your pan.', 'Lightly pepper the mixture (no salt required - enough in the soysauce).', 'Sprinkle some chives on the top right before serving.']","['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'main-dish', 'number-of-servings']","{'seafood', 'dinner', 'noodles', 'malaysian'}"
77486,Sooo Easy Chinese 5 Spice Fry Chicken,"I dunno where it came from, but my mom used to cook this when she was lazy. Sweet and spicy","chicken parts, fivespice powder, honey, soya sauce","[""  five-spice powder"",""  soya sauce"",""  honey"",""  chicken parts""]",1 (0 g),1,"['Marinade chicken with all of them for 30 minutes.', 'Fry and eat!', 'Nice smell.', 'Great with sautéed potatoes.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'for-1-or-2', 'low-protein', '5-ingredients-or-less', 'very-low-carbs', 'malaysian', 'main-dish', 'poultry', 'asian', 'easy', 'dinner-party', 'kid-friendly', 'chicken', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'low-carb', 'low-in-something', 'meat', 'brunch', 'taste-mood', 'sweet', 'number-of-servings']","{'low-calorie', 'low-sodium', 'malaysian', 'low-carb', 'dinner', 'chinese', 'chicken'}"
240387,Malaysian Mixed Fruit and Vegetable Salad With Sweet Soy and Pea,"A very interesting, yet tasty dish from Malaysia, and its vegetarian!!!","bean sprouts, cayenne pepper, cucumber, jicama, lime juice, mango pulp, peanuts, pineapple, roasted sesame seeds, soy sauce","[""1   cup   peeled unripe green mango pulp, diced "",""1   cup    jicama, peeled and diced "",""1   slice    pineapple, 1 inch thick slice of peeled pineapple, diced "",""1   small    cucumber, peeled and diced "",""1 1/4  cups    bean sprouts, washed and patted dry "",""1 1/2  teaspoons    lime juice"",""1/8  teaspoon    cayenne pepper"",""1/2  cup    peanuts, lightly crushed "",""1 1/2  tablespoons    roasted sesame seeds"",""1/8  teaspoon    soy sauce""]",1 (248 g),4,"['Combine mango, jicama, pineapple, and cucumber on a large plate or in a shallow bowl.', 'Scatter bean sprouts over the top.', 'Cover and refrigerate until needed.', 'Combine lime juice, soy sauce sauce and cayenne pepper.', 'Mix and set aside.', 'Just before serving, pour the dressing evenly over the fruit and vegetables.', 'Scatter the peanuts and then the sesame seeds over the top.']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'low-protein', 'very-low-carbs', 'malaysian', 'side-dishes', 'asian', 'easy', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'low-carb', 'low-in-something', '3-steps-or-less']","{'low-calorie', 'low-sodium', 'malaysian', 'salad', 'dessert', 'low-carb', 'side'}"
